"legal_entity_id","legal_entity_name","legal_entity_edrpou","care_type","property_type","legal_entity_email","legal_entity_website","legal_entity_phone","legal_entity_owner_name","registration_area","registration_settlement","registration_address","lat","lng"
"3603eb10-00aa-4e6f-b6a9-3af70511d441","ГЕТЬМАН ІННА СТАНІСЛАВІВНА","ФОП","Первинна","ФОП","i.getman@homedoctor.in.ua","","+380938822556","ГЕТЬМАН ІННА СТАНІСЛАВІВНА","ОДЕСЬКА","ОДЕСА","Україна, 65006, Одеська обл., місто Одеса, вулиця Рачкова, будинок 12, корпус 1, квартира 3","46.47642","30.7403991"
"5579694b-594e-40e7-921c-c2501ad9c970","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО - САНІТАРНОЇ ДОПОМОГИ ДИКАНСЬКОЇ СЕЛИЩНОЇ РАДИ""","38342393","Первинна","Комунальна","cpmsd_dikanka@ukr.net","","+380669066284","Манич Наталія Миколаївна","ПОЛТАВСЬКА","ДИКАНЬКА","Україна, 38500, Полтавська обл., Диканський р-н, селище міського типу Диканька, ВУЛИЦЯ МЕДИЧНА, будинок 42","49.8149707","34.5420404"
"b8d5b893-6266-456d-a03a-8a2fd681c56b","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ПОГРЕБИЩЕНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ПОГРЕБИЩЕНСЬКОЇ МІСЬКОЇ РАДИ ВІННИЦЬКОГО РАЙОНУ ВІННИЦЬКОЇ ОБЛАСТІ","37179654","Первинна","Комунальна","pogr_cpmsd@ukr.net","","+380976160425","Роздольський Іван Григорович","ВІННИЦЬКА","ПОГРЕБИЩЕ","Україна, 22200, Вінницька обл., Вінницький р-н, місто Погребище, вул.Тичини П., будинок 54","49.4851009","29.2492424"
"80a34da2-29d3-4ea9-82ed-a532675b04fa","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ ЧЕРВОНОГРАДСЬКОЇ МІСЬКОЇ РАДИ""","01996869","Спеціалізована","Комунальна","cherv-likarnya@ukr.net","","+380324938229","Грондзаль Ігор Володимирович","ЛЬВІВСЬКА","ЧЕРВОНОГРАД","Україна, 80100, Львівська обл., місто Червоноград, ВУЛИЦЯ ІВАСЮКА, будинок 2","50.3900324","24.2480391"
"c5e30859-c44f-4b0f-8e7c-1e1b57966e4c","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДНІПРОВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №11"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ","37899757","Первинна","Комунальна","tsentr11@gmail.com","","+380567943507","Тихоненко Світлана Михайлівна","ДНІПРОПЕТРОВСЬКА","ДНІПРО","Україна, 49080, Дніпропетровська обл., місто Дніпро, ВУЛИЦЯ ВИСОЦЬКОГО, будинок 2-А","48.5102903","34.9872746"
"86406ebb-3f61-4b7b-a9c9-17ffce96b43c","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НОВОРОЗДІЛЬСЬКА МІСЬКА ЛІКАРНЯ"" НОВОРОЗДІЛЬСЬКОЇ МІСЬКОЇ РАДИ","20764314","Спеціалізована","Комунальна","novrozml@ukr.net","https://nrml.com.ua","+380326126125","Стеців Олег Романович","ЛЬВІВСЬКА","НОВИЙ РОЗДІЛ(ПН)","Україна, 81652, Львівська обл., місто Новий Розділ(пн), ВУЛИЦЯ ВИННИЧЕНКА, будинок 37","49.467855","24.1409851"
"b3db193d-fcb9-4c9c-9a85-5fec7bad14e6","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КОЛКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""","44106747","Первинна","Комунальна","kolkymed@ukr.net","","+380978636111, +380337632574","Смокович Яків Феодосійович","ВОЛИНСЬКА","КОЛКИ(З)","Україна, 44661, Волинська обл., Луцький р-н, селище міського типу Колки(з), вул.Грушевського, будинок 26","51.099958","25.6676406"
"330271f4-f6ac-4def-bc69-fd44c0b4deb2","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ХЕРСОНСЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ ІМ. Є. Є. КАРАБЕЛЕША"" ХЕРСОНСЬКОЇ МІСЬКОЇ РАДИ","01983814","Спеціалізована","Комунальна","seaclinic-ks@ukr.net","www.seaclinic.ks.ua","+380503156700, +380552224057","Малицька Алла Павлівна","ХЕРСОНСЬКА","ХЕРСОН","Україна, 73000, Херсонська обл., місто Херсон, ПРОСПЕКТ УШАКОВА, будинок 22/1","46.63849","32.6168014"
"05bdc54b-8ddb-4a8d-8c84-6747fbc715ea","КИРИЧЕНКО НАТАЛІЯ МИКОЛАЇВНА","ФОП","Первинна","ФОП","drkirichenkonn@gmail.com","https://tkoz.sumy.ua","+380503071288","Кириченко Наталія Миколаївна","СУМСЬКА","СУМИ","Україна, 40000, Сумська обл., місто Суми, ВУЛИЦЯ ПЕТРОПАВЛІВСЬКА, будинок 87, корпус 3, квартира 11","50.8998054","34.7891462"
"f5cadaf4-b2aa-42a9-aaa6-9c6ab52d1b2e","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО БЕРЕЗІВСЬКОЇ СІЛЬСЬКОЇ РАДИ САРНЕНСЬКОГО РАЙОНУ РІВНЕНСЬКОЇ ОБЛАСТІ ""БЕРЕЗІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ""","44026740","Первинна","Комунальна","medberezove@ukr.net","","+380976970887","Редько Валерій Ярославович","РІВНЕНСЬКА","БЕРЕЗОВЕ","Україна, 34212, Рівненська обл., Сарненський р-н, село Березове, вул.Центральна, будинок 9","51.5800935","27.3350383"
"61b254c9-def1-4859-bd7e-be7f2787ed42","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АЛМ-ПОДІЛЛЯ""","39462027","Первинна","Приватна (без ФОП)","medcentermaria@gmail.com","","+380673803355","Каретна Анна Олександрівна","ХМЕЛЬНИЦЬКА","ХМЕЛЬНИЦЬКИЙ","Україна, 29000, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ МОЛОДІЖНА, будинок 9","49.4341175","26.9840867"
"141f57fa-5ad5-4a8e-b5d7-21563273e9ff","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО УКРАЇНСЬКОЇ МІСЬКОЇ РАДИ ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""","37910005","Первинна","Комунальна","obuhiv_rcpmsd@ukr.net","","+380502413025","Тимченко Юрій Олександрович","КИЇВСЬКА","УКРАЇНКА","Україна, 08720, Київська обл., Обухівський р-н, місто Українка, ВУЛИЦЯ КИЇВСЬКА , будинок 1","50.1381207","30.7373521"
"53d86352-6bd4-4994-b525-a6baf147d685","МРИГЛОД ЛЮДМИЛА ВАСИЛІВНА","ФОП","Первинна","ФОП","lydamriglod@ukr.net","","+380984174699","Мриглод Людмила Василівна","ЖИТОМИРСЬКА","ЧЕРВОНЕ(З)","Україна, 13434, Житомирська обл., Бердичівський р-н, селище міського типу Червоне(з), вул.Заводська, будинок 4, квартира 4","49.9527773","28.8578584"
"de3a0e9d-df5b-4d04-98be-c88ddc530d13","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕД ПАРК""","42769586","Первинна","Приватна (без ФОП)","medpark.voxel@gmail.com","http://medpark.center","+380677893994","Кушнір Антін Зеновійович","ЛЬВІВСЬКА","ЛЬВІВ","Україна, 79034, Львівська обл., місто Львів, ВУЛИЦЯ МИШУГИ, будинок 13","49.8185225","24.0345117"
"2014e2d5-a381-4c6f-8a46-785903b2ed91","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КИЇВСЬКОЇ ОБЛАСНОЇ РАДИ ""КИЇВСЬКА ОБЛАСНА ДИТЯЧА ЛІКАРНЯ №2""","34019061","Спеціалізована","Комунальна","knpkor_kodl2@ukr.net","","+380456351131","Бігарі Наталія Володимирівна","КИЇВСЬКА","БІЛА ЦЕРКВА","Україна, 09117, Київська обл., місто Біла Церква, ВУЛИЦЯ ШОЛОМ-АЛЕЙХЕМА, будинок 46","49.7907398","30.1263525"
"fe772dfe-306a-48bd-b13c-0bca301115b8","КОРСУНСЬКА ОЛЕСЯ ІГОРІВНА","ФОП","Первинна","ФОП","ksenal2021@gmail.com","","+380509406116","Корсунська Олеся Ігорівна","ДНІПРОПЕТРОВСЬКА","ДНІПРО","Україна, 49000, Дніпропетровська обл., місто Дніпро, ВУЛИЦЯ НАБЕРЕЖНА ПЕРЕМОГИ, будинок 118, корпус 1, квартира 111","48.4834839","35.1860533"
"1a48d038-2432-43e4-bb42-5d05f9c7bb05","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТЕРНОПІЛЬСЬКА ОБЛАСНА ЛІКАРНЯ ""ХОСПІС"" ТЕРНОПІЛЬСЬКОЇ ОБЛАСНОЇ РАДИ","05497376","Спеціалізована","Комунальна","hospice.ternopil@gmail.com","hospice.te.ua","+380679212111, +380352296674","Паламарчук Андрій Васильович","ТЕРНОПІЛЬСЬКА","ПЛОТИЧА","Україна, 47704, Тернопільська обл., Тернопільський р-н, село Плотича, ВУЛИЦЯ ГЛИБОЧЕЦЬКА, будинок 5","49.6196005","25.5602403"
"65a9d0a9-545d-4ec7-94ec-f22b2a23b958","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ОБЛАСНИЙ ПЕРИНАТАЛЬНИЙ ЦЕНТР"" РІВНЕНСЬКОЇ ОБЛАСНОЇ РАДИ","36121268","Спеціалізована","Комунальна","perinatalcentr.rivne@gmail.com","http://perinatalcenter.rv.ua","+380964625701, +380362268661","Єнікеєва Вікторія Миколаївна","РІВНЕНСЬКА","РІВНЕ","Україна, 33000, Рівненська обл., місто Рівне, ВУЛИЦЯ МІЦКЕВИЧА, будинок 30","50.6216327","26.2535912"
"00c0b236-ff27-48a0-80f1-658420fffca5","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ТАРАЩАНСЬКОЇ МІСЬКОЇ РАДИ ""ТАРАЩАНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""","38230449","Первинна","Комунальна","taracpmsd@gmail.com","","+380456653389","Антонець Петро Ігнатович","КИЇВСЬКА","ТАРАЩА","Україна, 09501, Київська обл., Білоцерківський р-н, місто Тараща, вул.Шевченка, будинок 64","49.5619951","30.4973909"
"2a1662e3-06f3-4935-ace6-b2ee51157130","ВАЩЕНЯ ЮЛІЯ АНДРІЇВНА","ФОП","Первинна","ФОП","yulhen1368993@ukr.net","","+380681651074","Ващеня Юлія Андріївна","ОДЕСЬКА","ШИРЯЄВЕ(З)","Україна, 66800, Одеська обл., Ширяївський р-н, селище міського типу Ширяєве(з), вул.Соборна, будинок 82а, квартира 2","47.3754941","30.1958353"
"f0eebbbc-5988-4b90-ba5b-c8171a79b121","Ютіш Ірина Миколаївна","ФОП","Первинна","ФОП","lazanyuk061221@gmail.com","","+380971410697","Ютіш Ірина Миколаївна","ОДЕСЬКА","ДОЛИНСЬКЕ(З)","Україна, 66442, Одеська обл., Ананьївський р-н, село Долинське(з), вул.Педагогічна, будинок 7","46.4851938","30.7074878"
"60ed9357-f802-460a-8f68-fa0e97e1f82c","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НОВОВОЛИНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ НОВОВОЛИНСЬКОЇ МІСЬКОЇ РАДИ ВОЛИНСЬКОЇ ОБЛАСТІ""","42486365","Первинна","Комунальна","pmsd.cml@nov-rada.gov.ua","","+380334449023, +380334449023","Попіка Ольга Олександрівна","ВОЛИНСЬКА","НОВОВОЛИНСЬК","Україна, 45400, Волинська обл., місто Нововолинськ, ПРОСПЕКТ ПЕРЕМОГИ, будинок 7","50.7247746","24.1715688"
"3fea7893-f95a-42ec-81d5-666b9bf78c04","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 1"" КРАМАТОРСЬКОЇ МІСЬКОЇ РАДИ","37944301","Спеціалізована","Комунальна","centr1k.sekretar@gmail.com","","+380503570477","Власенко Олександр Борисович","ДОНЕЦЬКА","КРАМАТОРСЬК","Україна, 84306, Донецька обл., місто Краматорськ, ВУЛИЦЯ ДНІПРОВСЬКА, будинок 17","48.7627509","37.5950279"
"8be457b7-1b4d-4510-9075-e70ee20babf4","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ГОРОХІВСЬКА СТОМАТОЛОГІЧНА ПОЛІКЛІНІКА"" ГОРОХІВСЬКОЇ МІСЬКОЇ РАДИ","36708947","Спеціалізована","Комунальна","stomat.gor@gmail.com","","+380676602102, +380337921595","Коба Наталія Степанівна","ВОЛИНСЬКА","ГОРОХІВ","Україна, 45700, Волинська обл., Горохівський р-н, місто Горохів, ВУЛИЦЯ ПАРКОВА , будинок 22А","50.4966282","24.7614707"
"92915c43-8745-409c-b971-8856eb348468","Комунальне некомерційне підприємство Сумської обласної ради ""Обласний  медичний центр паліативної  допомоги""","22591616","Спеціалізована","Комунальна","lebsan2016@gmail.com","","+380544551677","Рева Віктор Михайлович","СУМСЬКА","ЛЕБЕДИН(З)","Україна, 42200, Сумська обл., місто Лебедин(з), вул.Гастелло, будинок 98","50.5495954","34.4762916"
"fb5855d2-2ecf-4f3a-8e3e-a3bd98c5806c","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""БОГОРОДЧАНСЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ"" БОГОРОДЧАНСЬКОЇ СЕЛИЩНОЇ РАДИ","01993351","Спеціалізована","Комунальна","bcrl.prgol@i.ua","","+380347121228","Коляджин Іван Миколайович","ІВАНО-ФРАНКІВСЬКА","БОГОРОДЧАНИ","Україна, 77701, Івано-Франківська обл., Богородчанський р-н, селище міського типу Богородчани, ВУЛИЦЯ ШЕВЧЕНКА, будинок 35","48.8111954","24.5439823"
"b48c43b9-b4d8-4e0b-88ab-a2367ebb0e28","КАРАКЕВИЧ ЮРІЙ МИХАЙЛОВИЧ","ФОП","Первинна","ФОП","likarjura@ukr.net","","+380674923484","Каракевич Юрій Михайлович","ЛЬВІВСЬКА","ДРОГОБИЧ","Україна, 82100, Львівська обл., місто Дрогобич, ВУЛ. СВЯТОГО ЮРА, будинок 21, квартира 1","49.3459166","23.5054365"
"2d4c75a9-c13f-4fe4-801b-48c61c841fc7","Комунальне некомерційне підприємство ""Великомостівська міська лікарня"" Великомостівської міської ради Львівської області","41840992","Спеціалізована","Комунальна","velikomostivskaknp@gmail.com","","+380976003347","ДЕМ'ЯНЧУК ІГОР АРСЕНОВИЧ","ЛЬВІВСЬКА","ВЕЛИКІ МОСТИ","Україна, 80074, Львівська обл., Червоноградський р-н, місто Великі Мости, вул.Сагайдачного, будинок 39","50.2457179","24.1451551"
"46c4bc69-ed09-4903-bede-82da8d84c89f","КРАВЧЕНКО РОМАНА БОГДАНІВНА","ФОП","Первинна","ФОП","smajlyk.2021@gmail.com","","+380677847572","Кравченко Романа Богданівна","ЛЬВІВСЬКА","САМБІР(З)","Україна, 81400, Львівська обл., місто Самбір(з), вул.Середня, будинок 66","49.5207147","23.2065501"
"888f200e-cb60-4147-8fea-925d6046e06a","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЕНДОТЕХНОМЕД""","34315675","Спеціалізована","Приватна (без ФОП)","pmg@garvis.com.ua","garvis.com.ua","+380673531020, +380567941020","Березницький Віталій Якович","ДНІПРОПЕТРОВСЬКА","ДНІПРО","Україна, 49074, Дніпропетровська обл., місто Дніпро, ВУЛИЦЯ БАТУМСЬКА, будинок 7А","48.5173497","35.0784347"
"330ca933-0f70-4d9c-95aa-953a4a0e3810","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО БЕЗДРИЦЬКОЇ СІЛЬСЬКОЇ РАДИ ""АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ-СІМЕЙНОЇ МЕДИЦИНИ С.БЕЗДРИК""","41072553","Первинна","Комунальна","bezdryk1@ukr.net","","+380542778727","Грибань Роман Миколайович","СУМСЬКА","БЕЗДРИК","Україна, 42350, Сумська обл., Сумський р-н, село Бездрик, ВУЛИЦЯ СУМСЬКА, будинок 20","50.8619468","34.9459269"
"717670e2-b2c0-4af5-b6f2-3010590e473a","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ГЛУХІВСЬКА МІСЬКА ЛІКАРНЯ"" ГЛУХІВСЬКОЇ МІСЬКОЇ РАДИ","02007517","Спеціалізована","Комунальна","glav.gcrl@gmail.com","","+380993524618","Барахович Валентина Григорівна","СУМСЬКА","ГЛУХІВ","Україна, 41400, Сумська обл., місто Глухів, ВУЛИЦЯ ІНСТИТУТСЬКА, будинок 3","51.6742639","33.9172495"
"9ce74ace-a094-42df-ba28-0bf1cec13eba","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КИЇВСЬКОЇ ОБЛАСНОЇ РАДИ ""ОБЛАСНЕ ПСИХІАТРИЧНО-НАРКОЛОГІЧНЕ МЕДИЧНЕ ОБ'ЄДНАННЯ""","01994793","Спеціалізована","Комунальна","glevakha@gmail.com","glevakhamedunion.org","+380457131166","Зільберблат Геннадій Михайлович","КИЇВСЬКА","ГЛЕВАХА(З)","Україна, 08631, Київська обл., Фастівський р-н, селище міського типу Глеваха(з), вул.Вокзальна, будинок 8","50.2540858","30.3113329"
"dcf7bd3a-c37d-48c1-afa8-44ae316a2c5b","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""СПЕЦІАЛІЗОВАНИЙ МЕДИКО-РЕАБІЛІТАЦІЙНИЙ ЦЕНТР ДЛЯ ДІТЕЙ ТА ПІДЛІТКІВ"" ДНІПРОПЕТРОВСЬКОЇ ОБЛАСНОЇ РАДИ""","01985162","Спеціалізована","Комунальна","sanatdet@ukr.net","detsanat.dp.ua","+380637960148","Коваленко Тетяна Юріївна","ДНІПРОПЕТРОВСЬКА","ДНІПРО","Україна, 49040, Дніпропетровська обл., місто Дніпро, ВУЛИЦЯ ТОПОЛИНА, будинок 41","48.394489","35.0202222"
"9f9bd2ec-e9c4-4f6d-ad30-97261930f3c3","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОЛЕВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" ОЛЕВСЬКОЇ МІСЬКОЇ РАДИ","38562298","Первинна","Комунальна","olevskrcpmsd@gmail.com","https://olevsk-centr.pmsd.org.ua","+380971248914","Мельчинська Наталія Володимирівна","ЖИТОМИРСЬКА","ОЛЕВСЬК","Україна, 11001, Житомирська обл., Коростенський р-н, місто Олевськ, вул.Свято - Миколаївська, будинок 46","51.2207559","27.6442211"
"5ee0bdaf-8173-4569-bf15-154a2ccfb034","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""БІЛОБЕРІЗЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ"" БІЛОБЕРІЗЬКОЇ СІЛЬСЬКОЇ РАДИ","42010833","Спеціалізована","Комунальна","hospital_bb@ukr.net","","+380672671732","Слижук Іван Юрійович","ІВАНО-ФРАНКІВСЬКА","БІЛОБЕРІЗКА","Україна, 78713, Івано-Франківська обл., Верховинський р-н, село Білоберізка, ПРИСІЛОК МИХАЙЛУШ, будинок 34","48.1484382","25.0590345"
"93521e92-f559-4fdf-82d6-a27cfe7d064f","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ М.ТЕРНІВКИ"" ТЕРНІВСЬКОЇ МІСЬКОЇ РАДИ","37463503","Первинна","Комунальна","ternovkacpmsp@ukr.net","","+380501470105","Пічугова Світлана Олександрівна","ДНІПРОПЕТРОВСЬКА","ТЕРНІВКА","Україна, 51500, Дніпропетровська обл., Павлоградський р-н, місто Тернівка, вул.Героїв України, будинок 22","48.5299647","36.0780258"
